         9309504 function calls (9285022 primitive calls) in 72.546 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   152902    1.496    0.000    1.496    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    50000    0.421    0.000    1.386    0.000 Image.py:803(frombytes)
        7    0.000    0.000    1.373    0.196 utils.py:69(check_integrity)
        1    0.000    0.000    1.355    1.355 cifar.py:128(_check_integrity)
    50000    0.400    0.000    1.324    0.000 functional.py:64(get_dimensions)
        7    0.000    0.000    1.312    0.187 utils.py:65(check_md5)
        7    0.000    0.000    1.312    0.187 utils.py:51(calculate_md5)
        1    0.000    0.000    1.192    1.192 __init__.py:338(set_device)
        1    1.192    1.192    1.192    1.192 {built-in method torch._C._cuda_setDevice}
    50000    1.152    0.000    1.152    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
    50600    1.084    0.000    1.084    0.000 {method 'any' of 'torch._C._TensorBase' objects}
    50000    1.040    0.000    1.040    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
   100020    0.692    0.000    0.977    0.000 Image.py:542(_new)
    50000    0.921    0.000    0.921    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
      181    0.794    0.004    0.794    0.004 {method 'update' of '_hashlib.HASH' objects}
   150020    0.610    0.000    0.787    0.000 Image.py:2876(_check_size)
    50010    0.745    0.000    0.745    0.000 {method 'encode' of 'ImagingEncoder' objects}
1502421/1502384    0.726    0.000    0.727    0.000 {built-in method builtins.isinstance}
    50000    0.330    0.000    0.693    0.000 Image.py:394(_getdecoder)
    50000    0.669    0.000    0.669    0.000 {built-in method torch.from_numpy}
    50000    0.271    0.000    0.647    0.000 _functional_pil.py:41(get_image_num_channels)
   200001    0.464    0.000    0.618    0.000 _trace.py:1101(is_tracing)
    50000    0.601    0.000    0.601    0.000 {method 'permute' of 'torch._C._TensorBase' objects}
    50010    0.291    0.000    0.597    0.000 Image.py:417(_getencoder)
    50010    0.589    0.000    0.589    0.000 {built-in method PIL._imaging.fill}
   200030    0.536    0.000    0.536    0.000 {built-in method torch._C._log_api_usage_once}
    50000    0.188    0.000    0.498    0.000 _functional_pil.py:22(get_dimensions)
    50000    0.338    0.000    0.496    0.000 Image.py:249(_conv_type_shape)
      188    0.000    0.000    0.476    0.003 utils.py:60(<lambda>)
      193    0.476    0.002    0.476    0.002 {method 'read' of '_io.BufferedReader' objects}
   200000    0.412    0.000    0.470    0.000 _functional_pil.py:14(_is_pil_image)
        1    0.000    0.000    0.467    0.467 GANs_abstract_object.py:30(__init__)
        1    0.000    0.000    0.466    0.466 GANs_abstract_object.py:78(build_models)
        6    0.448    0.075    0.448    0.075 {built-in method _pickle.load}
   150020    0.347    0.000    0.441    0.000 Image.py:831(load)
   150030    0.438    0.000    0.438    0.000 Image.py:511(__init__)
     1008    0.003    0.000    0.436    0.000 container.py:215(forward)
        7    0.000    0.000    0.402    0.057 linear.py:90(__init__)
   200103    0.375    0.000    0.375    0.000 {method 'startswith' of 'str' objects}
        7    0.000    0.000    0.361    0.052 linear.py:103(reset_parameters)
        7    0.000    0.000    0.361    0.052 init.py:366(kaiming_uniform_)
       14    0.361    0.026    0.361    0.026 {method 'uniform_' of 'torch._C._TensorBase' objects}
     1008    0.002    0.000    0.348    0.000 linear.py:113(forward)
     1008    0.345    0.000    0.345    0.000 {built-in method torch._C._nn.linear}
660605/660603    0.316    0.000    0.316    0.000 {built-in method builtins.len}
    50000    0.279    0.000    0.279    0.000 {built-in method PIL._imaging.raw_decoder}
        1    0.000    0.000    0.272    0.272 GANs_MLP_model.py:36(build_generator)
        1    0.000    0.000    0.272    0.272 models.py:45(__init__)
   100000    0.117    0.000    0.267    0.000 Image.py:1308(getbands)
    50000    0.216    0.000    0.260    0.000 functional.py:366(_compute_resized_output_size)
   100071    0.255    0.000    0.255    0.000 {built-in method builtins.getattr}
      102    0.001    0.000    0.254    0.002 models.py:54(forward)
        2    0.001    0.000    0.242    0.121 GANs_abstract_object.py:172(save_images)
       10    0.000    0.000    0.240    0.024 pyplot.py:2392(imsave)
       10    0.000    0.000    0.240    0.024 image.py:1531(imsave)
      102    0.001    0.000    0.234    0.002 dataloader.py:628(__next__)
      102    0.000    0.000    0.226    0.002 dataloader.py:675(_next_data)
   103426    0.223    0.000    0.223    0.000 {built-in method torch._C._get_tracing_state}
      100    0.000    0.000    0.222    0.002 fetch.py:46(fetch)
      100    0.000    0.000    0.219    0.002 collate.py:204(default_collate)
  300/100    0.002    0.000    0.219    0.002 collate.py:87(collate)
   400146    0.210    0.000    0.210    0.000 _jit_internal.py:1102(is_scripting)
   150000    0.201    0.000    0.201    0.000 ImageMode.py:36(getmode)
    50010    0.192    0.000    0.192    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       10    0.000    0.000    0.191    0.019 Image.py:2347(save)
    50000    0.188    0.000    0.188    0.000 {method 'decode' of 'ImagingDecoder' objects}
      200    0.001    0.000    0.188    0.001 models.py:33(forward)
   150733    0.179    0.000    0.179    0.000 {built-in method builtins.hasattr}
      300    0.001    0.000    0.177    0.001 loss.py:719(forward)
      300    0.001    0.000    0.175    0.001 functional.py:3101(binary_cross_entropy_with_logits)
      300    0.174    0.001    0.174    0.001 {built-in method torch.binary_cross_entropy_with_logits}
       23    0.159    0.007    0.159    0.007 {built-in method io.open}
   100000    0.146    0.000    0.158    0.000 Image.py:530(width)
    50021    0.150    0.000    0.150    0.000 {built-in method builtins.max}
    50000    0.061    0.000    0.131    0.000 _functional_tensor.py:13(_assert_image_tensor)
        1    0.000    0.000    0.131    0.131 GANs_MLP_model.py:31(build_discriminator)
        1    0.000    0.000    0.131    0.131 models.py:26(__init__)
       44    0.130    0.003    0.130    0.003 {built-in method posix.stat}
   100251    0.126    0.000    0.126    0.000 {method 'get' of 'dict' objects}
      100    0.000    0.000    0.115    0.001 collate.py:142(<listcomp>)
      100    0.000    0.000    0.112    0.001 collate.py:153(collate_tensor_fn)
      100    0.112    0.001    0.112    0.001 {built-in method torch.stack}
   100020    0.104    0.000    0.104    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.102    0.102 __init__.py:645(device_count)
        1    0.000    0.000    0.102    0.102 __init__.py:616(_device_count_nvml)
        1    0.090    0.090    0.102    0.102 __init__.py:539(_raw_device_count_nvml)
      100    0.001    0.000    0.100    0.001 {built-in method builtins.all}
    10000    0.002    0.000    0.099    0.000 collate.py:137(<genexpr>)
        1    0.089    0.089    0.099    0.099 GANs_MLP_model.py:64(<listcomp>)
    50000    0.054    0.000    0.098    0.000 functional.py:1596(_check_antialias)
    50000    0.097    0.000    0.097    0.000 {built-in method torch.get_default_dtype}
   150020    0.094    0.000    0.094    0.000 {method 'pixel_access' of 'ImagingCore' objects}
    50000    0.093    0.000    0.093    0.000 {built-in method PIL._imaging.raw_encoder}
   200001    0.082    0.000    0.082    0.000 {built-in method torch._C._is_tracing}
    50000    0.080    0.000    0.080    0.000 Image.py:524(__getattr__)
        1    0.079    0.079    0.079    0.079 shape_base.py:219(vstack)
      706    0.001    0.000    0.076    0.000 activation.py:102(forward)
      706    0.001    0.000    0.075    0.000 functional.py:1446(relu)
    50000    0.067    0.000    0.074    0.000 functional.py:115(_is_numpy)
      706    0.074    0.000    0.074    0.000 {built-in method torch.relu}
   100000    0.061    0.000    0.072    0.000 Image.py:534(height)
    50000    0.070    0.000    0.070    0.000 _functional_tensor.py:9(_is_tensor_a_torch_image)
        4    0.000    0.000    0.063    0.016 module.py:1039(to)
     44/4    0.000    0.000    0.063    0.016 module.py:795(_apply)
       28    0.000    0.000    0.062    0.002 module.py:1139(convert)
        7    0.000    0.000    0.062    0.009 genericpath.py:27(isfile)
   500040    0.061    0.000    0.061    0.000 Image.py:538(size)
     6400    0.010    0.000    0.055    0.000 module.py:2059(parameters)
       20    0.000    0.000    0.051    0.003 genericpath.py:16(exists)
    50028    0.049    0.000    0.049    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
    50000    0.026    0.000    0.047    0.000 enum.py:783(__hash__)
    50000    0.046    0.000    0.046    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.046    0.046 __init__.py:213(__getattr__)
        1    0.000    0.000    0.046    0.046 __init__.py:235(<lambda>)
        1    0.000    0.000    0.046    0.046 __init__.py:213(_get_version)
       10    0.046    0.005    0.046    0.005 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.046    0.046 pathlib.py:1064(resolve)
        1    0.000    0.000    0.046    0.046 posixpath.py:392(realpath)
      3/1    0.000    0.000    0.046    0.046 posixpath.py:401(_joinrealpath)
        2    0.045    0.023    0.045    0.023 {built-in method posix.readlink}
     6400    0.003    0.000    0.044    0.000 module.py:2084(named_parameters)
    50050    0.043    0.000    0.043    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.043    0.021 models.py:39(to)
     6400    0.011    0.000    0.042    0.000 module.py:2045(_named_members)
       10    0.000    0.000    0.041    0.004 Image.py:322(preinit)
     10/6    0.000    0.000    0.041    0.007 <frozen importlib._bootstrap>:1053(_handle_fromlist)
      9/4    0.000    0.000    0.041    0.010 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        4    0.000    0.000    0.041    0.010 {built-in method builtins.__import__}
      5/4    0.000    0.000    0.041    0.010 <frozen importlib._bootstrap>:1022(_find_and_load)
      5/4    0.000    0.000    0.041    0.010 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
       18    0.040    0.002    0.040    0.002 {built-in method torch.empty}
        1    0.000    0.000    0.029    0.029 cifar.py:94(_load_meta)
      5/4    0.000    0.000    0.027    0.007 <frozen importlib._bootstrap>:664(_load_unlocked)
      5/4    0.000    0.000    0.027    0.007 <frozen importlib._bootstrap_external>:877(exec_module)
        5    0.000    0.000    0.024    0.005 <frozen importlib._bootstrap_external>:950(get_code)
        5    0.000    0.000    0.022    0.004 <frozen importlib._bootstrap_external>:1070(get_data)
        5    0.022    0.004    0.022    0.004 {built-in method io.open_code}
30800/9600    0.020    0.000    0.022    0.000 module.py:2224(named_modules)
      200    0.015    0.000    0.021    0.000 utils.py:80(noise)
        2    0.000    0.000    0.021    0.010 models.py:61(to)
    50002    0.021    0.000    0.021    0.000 {built-in method builtins.hash}
       15    0.000    0.000    0.017    0.001 <frozen importlib._bootstrap_external>:140(_path_stat)
        5    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap>:921(_find_spec)
        5    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap_external>:1431(find_spec)
        5    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap_external>:1399(_get_spec)
        5    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap_external>:1536(find_spec)
      100    0.000    0.000    0.015    0.000 optimizers.py:53(zero_grad)
      200    0.001    0.000    0.014    0.000 utils.py:161(zero_grad)
       18    0.014    0.001    0.014    0.001 {method '__exit__' of '_io._IOBase' objects}
        5    0.000    0.000    0.013    0.003 <frozen importlib._bootstrap_external>:159(_path_isfile)
        5    0.000    0.000    0.013    0.003 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     5102    0.013    0.000    0.013    0.000 {built-in method torch.tensor}
      400    0.012    0.000    0.012    0.000 {built-in method torch.cat}
      600    0.012    0.000    0.012    0.000 {built-in method torch.isnan}
        1    0.000    0.000    0.012    0.012 __init__.py:340(__init__)
        1    0.012    0.012    0.012    0.012 {built-in method _ctypes.dlopen}
       10    0.000    0.000    0.010    0.001 PngImagePlugin.py:1230(_save)
      5/1    0.000    0.000    0.010    0.010 __init__.py:353(get_device_name)
     13/1    0.000    0.000    0.010    0.010 __init__.py:385(get_device_properties)
     14/2    0.000    0.000    0.010    0.005 __init__.py:219(_lazy_init)
        1    0.000    0.000    0.010    0.010 __init__.py:128(_check_capability)
        8    0.000    0.000    0.010    0.001 __init__.py:368(get_device_capability)
       13    0.010    0.001    0.010    0.001 {built-in method torch.cuda._get_device_properties}
       10    0.000    0.000    0.009    0.001 ImageFile.py:496(_save)
     1400    0.009    0.000    0.009    0.000 {method 'add_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.009    0.001 ImageFile.py:524(_encode_tile)
    50538    0.009    0.000    0.009    0.000 {method 'append' of 'list' objects}
      304    0.006    0.000    0.006    0.000 {method 'item' of 'torch._C._TensorBase' objects}
      200    0.006    0.000    0.006    0.000 {built-in method torch.randn}
      400    0.002    0.000    0.005    0.000 __init__.py:50(_make_grads)
      5/4    0.000    0.000    0.005    0.001 {built-in method builtins.exec}
        1    0.000    0.000    0.004    0.004 JpegImagePlugin.py:1(<module>)
      213    0.000    0.000    0.004    0.000 {built-in method builtins.next}
     8800    0.003    0.000    0.004    0.000 module.py:2113(<lambda>)
      102    0.002    0.000    0.004    0.000 profiler.py:491(__enter__)
      102    0.000    0.000    0.004    0.000 dataloader.py:622(_next_index)
    14442    0.002    0.000    0.004    0.000 {method 'add' of 'set' objects}
      102    0.000    0.000    0.004    0.000 activation.py:358(forward)
      102    0.004    0.000    0.004    0.000 {built-in method torch.tanh}
      102    0.002    0.000    0.004    0.000 sampler.py:241(__iter__)
      200    0.001    0.000    0.004    0.000 utils.py:188(<listcomp>)
      200    0.004    0.000    0.004    0.000 {built-in method torch.add}
     1400    0.004    0.000    0.004    0.000 {method 'reshape' of 'torch._C._TensorBase' objects}
    11200    0.002    0.000    0.003    0.000 _tensor.py:942(__hash__)
      200    0.003    0.000    0.003    0.000 {built-in method torch.ones_like}
      200    0.001    0.000    0.003    0.000 utils.py:31(ones_target)
      100    0.000    0.000    0.003    0.000 optimizers.py:353(<listcomp>)
      100    0.003    0.000    0.003    0.000 fetch.py:51(<listcomp>)
      100    0.000    0.000    0.003    0.000 collate.py:182(collate_int_fn)
     3679    0.003    0.000    0.003    0.000 module.py:1601(__getattr__)
      100    0.000    0.000    0.002    0.000 optimizers.py:357(<listcomp>)
      102    0.000    0.000    0.002    0.000 _ops.py:497(__call__)
      102    0.001    0.000    0.002    0.000 profiler.py:495(__exit__)
      102    0.002    0.000    0.002    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
      200    0.002    0.000    0.002    0.000 {built-in method torch.ones}
    10002    0.001    0.000    0.002    0.000 sampler.py:117(__iter__)
      200    0.002    0.000    0.002    0.000 {method 'mul_' of 'torch._C._TensorBase' objects}
    17732    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
      100    0.001    0.000    0.001    0.000 utils.py:55(zeros_target)
     1008    0.001    0.000    0.001    0.000 container.py:207(__iter__)
    11200    0.001    0.000    0.001    0.000 {built-in method builtins.id}
      221    0.000    0.000    0.001    0.000 abc.py:117(__instancecheck__)
      800    0.001    0.000    0.001    0.000 overrides.py:1750(is_tensor_like)
      221    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
  904/903    0.001    0.000    0.001    0.000 typing.py:306(inner)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       10    0.001    0.000    0.001    0.000 cm.py:443(to_rgba)
      102    0.001    0.000    0.001    0.000 profiler.py:482(__init__)
      102    0.000    0.000    0.001    0.000 _ops.py:286(__call__)
      100    0.001    0.000    0.001    0.000 {built-in method torch.zeros}
      102    0.001    0.000    0.001    0.000 {built-in method torch._ops.profiler.}
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
  172/106    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
     3200    0.001    0.000    0.001    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
        5    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
  172/106    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       10    0.000    0.000    0.001    0.000 cm.py:398(__init__)
      100    0.000    0.000    0.001    0.000 utils.py:88(images_to_vectors)
      100    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
     1130    0.001    0.000    0.001    0.000 {method 'size' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 {built-in method torch.randperm}
      200    0.000    0.000    0.000    0.000 {method 'detach_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 cm.py:642(set_norm)
      339    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.000    0.000 cm.py:613(norm)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      200    0.000    0.000    0.000    0.000 {built-in method torch.is_same_size}
        1    0.000    0.000    0.000    0.000 dataloader.py:225(__init__)
       51    0.000    0.000    0.000    0.000 module.py:1617(__setattr__)
       50    0.000    0.000    0.000    0.000 PngImagePlugin.py:1066(putchunk)
       24    0.000    0.000    0.000    0.000 module.py:437(__init__)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:1(<module>)
       11    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       12    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        2    0.000    0.000    0.000    0.000 dataloader.py:428(__iter__)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 dataloader.py:383(_get_iterator)
        2    0.000    0.000    0.000    0.000 dataloader.py:661(__init__)
      400    0.000    0.000    0.000    0.000 __init__.py:98(_tensor_or_tensors_to_tuple)
       13    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.000    0.000 _ops.py:447(__getattr__)
       22    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:935(_new_process_group_helper)
     1117    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 dataloader.py:567(__init__)
       53    0.000    0.000    0.000    0.000 posixpath.py:71(join)
      400    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
      706    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
      2/1    0.000    0.000    0.000    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:523(Optional)
     1042    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.000    0.000 container.py:97(__init__)
       13    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
       11    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 GANs_abstract_object.py:63(createFolder)
        7    0.000    0.000    0.000    0.000 init.py:122(uniform_)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
       10    0.000    0.000    0.000    0.000 cm.py:595(set_cmap)
       41    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       10    0.000    0.000    0.000    0.000 cm.py:719(_ensure_cmap)
        7    0.000    0.000    0.000    0.000 init.py:12(_no_grad_uniform_)
        2    0.000    0.000    0.000    0.000 rendezvous.py:114(_file_rendezvous_handler)
      300    0.000    0.000    0.000    0.000 _reduction.py:7(get_enum)
       10    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
       11    0.000    0.000    0.000    0.000 __init__.py:94(is_available)
        1    0.000    0.000    0.000    0.000 enum.py:180(__new__)
       10    0.000    0.000    0.000    0.000 cbook.py:215(connect)
      305    0.000    0.000    0.000    0.000 GANs_abstract_object.py:59(print_verbose)
        3    0.000    0.000    0.000    0.000 utils.py:117(get_gpus_list)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_init}
      314    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       10    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2979(prod)
       84    0.000    0.000    0.000    0.000 module.py:2167(children)
        5    0.000    0.000    0.000    0.000 activation.py:98(__init__)
      804    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:1(<module>)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:1084(write)
       10    0.000    0.000    0.000    0.000 weakref.py:54(_cb)
       14    0.000    0.000    0.000    0.000 parameter.py:30(__new__)
        1    0.000    0.000    0.000    0.000 transforms.py:337(__init__)
      100    0.000    0.000    0.000    0.000 PngImagePlugin.py:154(_crc32)
       11    0.000    0.000    0.000    0.000 __init__.py:91(_nvml_based_avail)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:71(_wrapreduction)
        1    0.000    0.000    0.000    0.000 utils.py:107(count_gpus)
       28    0.000    0.000    0.000    0.000 module.py:799(compute_should_use_set_data)
       10    0.000    0.000    0.000    0.000 colors.py:1222(__init__)
       84    0.000    0.000    0.000    0.000 grad_mode.py:149(__init__)
       42    0.000    0.000    0.000    0.000 grad_mode.py:57(__exit__)
        1    0.000    0.000    0.000    0.000 rendezvous.py:92(rendezvous)
       14    0.000    0.000    0.000    0.000 module.py:539(register_parameter)
        2    0.000    0.000    0.000    0.000 dataloader.py:98(_get_distributed_settings)
       42    0.000    0.000    0.000    0.000 grad_mode.py:53(__enter__)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       11    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        2    0.000    0.000    0.000    0.000 utils.py:128(get_gpu)
       20    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:483(Union)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
        3    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        1    0.000    0.000    0.000    0.000 rendezvous.py:59(_rendezvous_helper)
      140    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
       14    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
       10    0.000    0.000    0.000    0.000 Image.py:608(_ensure_mutable)
       13    0.000    0.000    0.000    0.000 module.py:585(add_module)
       12    0.000    0.000    0.000    0.000 os.py:772(getenv)
      328    0.000    0.000    0.000    0.000 {built-in method time.time}
       15    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
      107    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
       84    0.000    0.000    0.000    0.000 module.py:2176(named_children)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       42    0.000    0.000    0.000    0.000 grad_mode.py:48(__init__)
       10    0.000    0.000    0.000    0.000 cbook.py:241(_remove_proxy)
       10    0.000    0.000    0.000    0.000 Image.py:602(_copy)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
       37    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       10    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:1(<module>)
       16    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 parse.py:380(urlparse)
       10    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       14    0.000    0.000    0.000    0.000 init.py:284(_calculate_fan_in_and_fan_out)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:325(add_text)
       20    0.000    0.000    0.000    0.000 __init__.py:741(__getitem__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       20    0.000    0.000    0.000    0.000 colors.py:953(copy)
       10    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
      100    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
      100    0.000    0.000    0.000    0.000 worker.py:89(get_worker_info)
        4    0.000    0.000    0.000    0.000 {method 'random_' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 parse.py:456(urlsplit)
        1    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       28    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
       10    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        7    0.000    0.000    0.000    0.000 enum.py:89(__setitem__)
        3    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        7    0.000    0.000    0.000    0.000 init.py:356(_calculate_correct_fan)
       20    0.000    0.000    0.000    0.000 cbook.py:181(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:653(get_arch_list)
       51    0.000    0.000    0.000    0.000 {built-in method sys.intern}
